y_test,result,model
12.6,23.060053,BPNN
12.1,25.16066,BPNN
17.9,50.26954,BPNN
37.4,34.805893,BPNN
13.9,12.862776,BPNN
16.2,18.155767,BPNN
27.4,29.730768,BPNN
10.9,14.693163,BPNN
20.1,16.94197,BPNN
11.8,16.27404,BPNN
10.5,13.164153,BPNN
11.2,37.47733,BPNN
19,24.611818,BPNN
10.6,14.276948,BPNN
20.2,41.422123,BPNN
8.8,11.801879,BPNN
24.7,16.553339,BPNN
38.2,44.105064,BPNN
13.8,21.187212,BPNN
16.5,35.512726,BPNN
55.5,33.178364,BPNN
19.8,17.747238,BPNN
10.1,11.032306,BPNN
14.8,14.4615,BPNN
8.7,12.122791,BPNN
56.5,44.315918,BPNN
13.1,12.737462,BPNN
7.2,20.226068,BPNN
22.5,21.73645,BPNN
31.6,15.74963,BPNN
4.7,8.474125,BPNN
11.3,24.853043,BPNN
27.2,21.596956,BPNN
33.4,16.231405,BPNN
11.7,15.727083,BPNN
30.9,31.675035,BPNN
11.8,22.536913,BPNN
49.3,27.050072,BPNN
7.2,13.081189,BPNN
66.7,38.704334,BPNN
36.9,32.33684,BPNN
16,23.135902,BPNN
14.7,28.946335,BPNN
14.2,18.229391,BPNN
11.1,12.901798,BPNN
23,29.975798,BPNN
11.9,15.694369,BPNN
7.4,27.23883,BPNN
13.7,20.526531,BPNN
8.1,11.617246,BPNN
18.8,17.300615,BPNN
31.4,48.46184,BPNN
43.8,45.08853,BPNN
24.6,16.74403,BPNN
48.8,13.098428,BPNN
53.2,42.062847,BPNN
8.8,16.884243,BPNN
22.6,19.182028,BPNN
21.1,12.544991,BPNN
6.4,10.2572365,BPNN
11.8,12.06843861,SVR
13.1,8.958832229,SVR
14,13.84589204,SVR
47.2,16.00607118,SVR
16.4,12.4923201,SVR
7.9,9.185635457,SVR
21.7,19.63932692,SVR
25.9,12.93392445,SVR
18.6,9.158344547,SVR
34.7,49.48719465,SVR
22.2,21.62052603,SVR
7.9,18.20332637,SVR
9.5,3.282079575,SVR
49,24.42600277,SVR
9.4,13.69292512,SVR
11.3,14.05880164,SVR
35.8,30.58474316,SVR
12.5,10.66572395,SVR
12.1,14.92056867,SVR
2.2,3.470500086,SVR
13.9,15.76319772,SVR
27.6,15.42124258,SVR
20.3,19.46054463,SVR
13.2,12.37283811,SVR
22.3,26.51219912,SVR
18.5,20.23636381,SVR
15.3,17.41980608,SVR
10.7,7.447497441,SVR
22,17.82248257,SVR
46.4,60.11548239,SVR
4.3,8.443434792,SVR
58.5,30.80625284,SVR
13.9,23.85688829,SVR
5.2,4.268503791,SVR
13.5,18.97275578,SVR
20.9,32.86206205,SVR
13.9,12.82654277,SVR
11.6,13.77694354,SVR
16.7,11.97960934,SVR
23.5,32.32287976,SVR
17.5,20.07578832,SVR
17.8,18.29773606,SVR
7.9,10.99685561,SVR
21.1,12.08525493,SVR
10.5,12.6771992,SVR
23,27.27267819,SVR
6.2,6.376570065,SVR
8.4,16.7593317,SVR
23.6,11.35075524,SVR
11.5,12.9697835,SVR
20,20.09810481,SVR
54.6,44.24745849,SVR
21.6,21.63280407,SVR
27.2,18.38606679,SVR
13,18.92661297,SVR
16.5,19.08088088,SVR
13.6,17.09794383,SVR
31.9,20.81881491,SVR
5.4,7.638131954,SVR
44.8,70.45182618,SVR
13.6,13.61114683,SVR
22,29.94225039,SVR
38.4,19.69826663,SVR
37.8,12.68796492,SVR
12.8,12.00039319,SVR
37.5,17.93356451,SVR
15.8,8.506671726,SVR
22.3,16.80338807,SVR
19.4,17.1118748,SVR
15.3,6.541295579,SVR
42.4,10.19280568,SVR
9.6,8.209516439,SVR
32,20.21371404,SVR
6.5,9.511293999,SVR
42,48.563334,SVR
25.3,32.39219758,SVR
23.5,30.12266856,SVR
8.7,12.76535209,SVR
4,5.481062533,SVR
15.3,9.732846283,SVR
5.8,16.24737031,SVR
38.9,14.48666823,SVR
11.1,8.90504016,SVR
41.7,20.85036192,SVR
20.1,7.489841133,SVR
13.5,5.312156328,SVR
31.8,31.38657767,SVR
13.2,11.57424078,SVR
11.2,16.0430157,SVR
9.6,11.05790244,SVR
24.8,19.57813644,SVR
32.2,33.49657239,SVR
16.5,11.96161005,SVR
18,12.57802871,SVR
19.8,13.77407404,SVR
23.7,14.17540178,SVR
30.3,23.31937428,SVR
22.5,7.046416276,SVR
5.4,5.51498841,SVR
11.7,16.45019491,SVR
30.7,23.36190731,SVR
27,22.46486113,SVR
55.2,23.59524563,SVR
17.8,11.85303136,SVR
15.4,30.22333405,SVR
15.5,7.536094021,SVR
15.3,14.41417007,SVR
11.8,34.84295686,SVR
21.9,16.30513134,SVR
30.8,34.0492075,SVR
8.2,7.009487926,SVR
13.7,22.70390361,SVR
4.9,7.937733858,SVR
24.4,14.71445584,SVR
12.5,12.53664769,SVR
8.4,4.628168157,SVR
10.6,23.06178107,SVR
20.9,11.15974498,SVR
20,19.25267363,SVR
13.8,31.22868932,SVR
11.2,13.61804426,SVR
9.6,10.17647364,SVR
26.3,23.2381506,SVR
27,20.55032918,SVR
29.8,20.02362004,SVR
16.7,17.49252148,SVR
11.7,21.23855748,SVR
13.9,15.7292547,SVR
11.4,13.31449449,SVR
41.8,40.51678098,SVR
14.2,21.79271623,SVR
12,6.069477518,SVR
27.8,21.56565661,SVR
3.8,5.164912848,SVR
11.6,14.66493487,SVR
17.5,14.95358678,SVR
20.4,11.43836708,SVR
4.2,-6.568411259,SVR
20,14.49136763,SVR
13.1,9.703449879,SVR
46.7,20.72857419,SVR
12.2,7.816353393,SVR
7.4,14.22678091,SVR
13.4,7.023094117,SVR
10,9.804419071,SVR
7.8,8.681906151,SVR
21.8,24.37474291,SVR
11.4,12.77753779,SVR
23.3,30.18320367,SVR
13.2,24.73765229,SVR
36.3,31.18250999,SVR
13.3,21.12429109,SVR
15.1,8.641115191,SVR
3.9,9.252490954,SVR
10.8,6.376183104,SVR
14.6,13.5985503,SVR
20.5,40.77159953,SVR
10.8,12.72457196,SVR
16.3,15.66724582,SVR
17.7,14.30534456,SVR
10.6,0.915674443,SVR
23.8,23.12185455,SVR
10.1,13.00354669,SVR
60.2,26.47456346,SVR
20.4,22.44612447,SVR
13.7,12.67981612,SVR
15.4,17.95596436,SVR
16.3,18.68382373,SVR
10.5,9.755722032,SVR
57.3,21.93467016,SVR
24.7,26.39729483,SVR
15,14.7090468,SVR
17.6,19.06551221,SVR
52.3,29.01273923,SVR
11,16.3029649,SVR
15.4,10.76841321,SVR
23.3,22.93807744,SVR
12.3,15.62141922,SVR
12.7,25.65530891,SVR
11.4,17.43576007,SVR
4.4,7.478733228,SVR
24.6,20.36481646,SVR
20.9,12.95089212,SVR
31.7,19.30104341,SVR
10.6,19.12383854,SVR
32.3,23.78966022,SVR
13.7,17.75859201,SVR
10.5,7.917958287,SVR
10,6.026056573,SVR
3.2,23.31885297,SVR
14.7,16.3501657,SVR
13,15.17443059,SVR
3.3,8.909014286,SVR
12.5,12.50642984,SVR
9.1,16.43351672,SVR
7.9,10.52651958,SVR
9.1,17.72935369,SVR
13.7,15.642375,SVR
12.9,21.59567688,SVR
26.1,27.60093081,SVR
11.4,16.03960898,SVR
14.7,14.209972,SVR
12.7,18.53630759,SVR
41.7,57.12472202,SVR
12.7,23.21079685,SVR
20.6,13.99106573,SVR
9.2,9.786648362,SVR
9.8,10.1657751,SVR
20.2,21.48294967,SVR
31.4,11.55276975,SVR
17.4,17.61365708,SVR
22.1,14.8844125,SVR
11.7,19.53985042,SVR
47.8,30.26430668,SVR
35.1,24.43357213,SVR
8.6,7.059121447,SVR
41.3,18.34251822,SVR
24.6,21.22244113,SVR
7.6,12.47812781,SVR
8.7,14.78614047,SVR
17.1,20.98087229,SVR
4.9,7.675166413,SVR
15,11.79459935,SVR
13.9,16.30854557,SVR
35.6,23.20510765,SVR
15.5,11.3112338,SVR
37.6,20.03297798,SVR
14.8,11.2793608,SVR
8.8,17.34041363,SVR
7.4,16.55691162,SVR
19.2,17.44112038,SVR
11.1,15.73859563,SVR
13.2,19.80565173,SVR
39.9,36.86728669,SVR
9.8,13.99060337,SVR
14.7,11.77004854,SVR
9.1,8.197341908,SVR
12.7,11.19055684,SVR
18,12.42356167,SVR
29.5,27.17445351,SVR
43.7,44.56979073,SVR
8.6,19.38264857,SVR
33.7,25.82586464,SVR
12.6,23.00413744,SVR
7.3,11.75843393,SVR
11.6,17.44412626,SVR
15.2,24.02635464,SVR
9.8,13.59239104,SVR
13.8,8.045973156,SVR
36.5,12.77733266,SVR
36.1,19.80892684,SVR
19.8,18.09962278,SVR
12.1,7.199862411,SVR
11.5,11.07800921,SVR
15.6,15.53522227,SVR
14.2,16.68813451,SVR
34.3,16.59784663,SVR
20.7,17.4872472,SVR
43.8,16.88248333,SVR
44,37.7407178,SVR
17,11.29360618,SVR
15.2,6.168921189,SVR
14.5,6.389509115,SVR
28.7,29.5305939,SVR
11.6,8.417659941,SVR
11.9,10.57285644,SVR
8.3,11.20089696,SVR
11.5,12.02228479,SVR
14.8,15.14151665,SVR
38.2,33.63189728,SVR
18,23.52430613,SVR
23.6,16.91762429,SVR
18.3,17.96325647,SVR
15.6,13.84389953,SVR
7.3,3.39337899,SVR
10.4,5.000895029,SVR
20.5,20.16521563,SVR
6.2,5.707293464,SVR
4.8,5.593611071,SVR
11.1,11.07350528,SVR
5.9,7.582299031,SVR
6.8,8.362048849,SVR
3.5,20.25492901,SVR
36,36.8553439,SVR
34.4,33.75209625,SVR
10.9,11.23122681,SVR
11.6,18.42029244,SVR
32.1,17.81671768,SVR
48.9,51.00488955,SVR
15.3,22.68645734,SVR
18.4,15.35038677,SVR
49.8,30.25217231,SVR
8.5,16.09587432,SVR
11.6,19.29088921,SVR
44.2,47.14138503,SVR
43.3,31.47964078,SVR
13.9,18.87855093,SVR
52.9,31.81483333,SVR
23.8,18.83937154,SVR
18.9,27.25900052,SVR
5.9,8.232491302,SVR
18.2,16.44829635,SVR
9.3,4.968268192,SVR
10.4,13.55792979,SVR
18.3,21.27509212,SVR
7,14.07971381,SVR
17.8,10.96365417,SVR
18.7,13.52963089,SVR
6.4,6.317540984,SVR
18.8,14.04734234,SVR
18.5,26.95515639,SVR
8.3,5.44320146,SVR
10.6,12.71383544,SVR
8.8,8.340721485,SVR
7.8,7.325856953,SVR
29,16.56806871,SVR
26.7,25.89043214,SVR
13.8,13.17852496,SVR
13.6,15.04055495,SVR
25.8,17.52890921,SVR
14.8,15.67873106,SVR
11.2,10.2743609,SVR
16,10.45455969,SVR
19.5,21.17594234,SVR
51.1,28.07334727,SVR
16.7,13.4494777,SVR
14.4,9.815215797,SVR
26.4,19.32002547,SVR
25.6,32.11066251,SVR
42.3,7.928871824,SVR
15.9,15.35488993,SVR
11,20.85427373,SVR
8.5,16.25790673,SVR
15.4,17.28325055,SVR
21.2,3.201316951,SVR
5.2,6.93767641,SVR
10.8,18.25828806,SVR
12.1,15.83527364,SVR
24.4,14.4216113,SVR
13.9,16.06413552,SVR
29.5,15.68673504,SVR
21,24.71908143,SVR
10.4,8.307806814,SVR
15.5,12.6081108,SVR
14.1,8.635100142,SVR
16.6,10.80027842,SVR
13,14.44353491,SVR
19.7,14.07945624,SVR
9.8,9.51235725,SVR
22.7,23.6848239,SVR
31,21.61167194,SVR
34.4,17.95076143,SVR
14.5,13.48661359,SVR
12.5,14.39936245,SVR
19.7,16.79939748,SVR
43.9,10.76822347,SVR
35.1,58.72954438,SVR
15.9,12.89118387,SVR
12.2,11.90278894,SVR
39.3,6.977165525,SVR
19.5,10.31259379,SVR
21.2,32.41023786,SVR
6.7,2.463469888,SVR
8.6,12.21045395,SVR
16.3,11.03272849,SVR
20.4,24.70166337,SVR
14,12.40799695,SVR
17.3,13.58188501,SVR
15.4,16.22919567,SVR
24,14.19633747,SVR
5.4,9.386901068,SVR
17.7,15.93934884,SVR
25,31.29126914,SVR
13.5,17.08357491,SVR
16.2,10.17422646,SVR
8.3,7.124437206,SVR
23.2,20.01126959,SVR
18.4,39.61647445,SVR
10.1,10.88143836,SVR
34.1,60.58720411,SVR
28.1,48.55059677,SVR
31.8,18.09080088,SVR
52.3,16.54069529,SVR
0.3,10.65910527,SVR
5.7,29.39524347,SVR
12,20.50789429,SVR
43.2,18.0070983,SVR
17.6,19.10127638,SVR
9.2,12.10829043,SVR
28.5,15.34102518,SVR
38.2,26.14695359,SVR
18.2,23.91479745,SVR
9.9,13.93650689,SVR
34.5,54.66087562,SVR
56.7,21.57822755,SVR
25.1,15.24837155,SVR
13.7,15.44301925,SVR
18.4,14.56057966,SVR
14.3,19.3060518,SVR
11.2,11.20711294,SVR
12.8,7.589990407,SVR
15.9,12.9395549,SVR
21.3,12.56314145,SVR
6.8,4.504410427,SVR
8.4,16.33940563,SVR
19.7,16.29451359,SVR
24.3,16.8873736,SVR
19.8,18.69345139,SVR
15.6,15.53400998,SVR
13.9,25.11619752,SVR
12.5,16.58852431,SVR
26,8.460192994,SVR
17.2,12.2592215,SVR
18,18.31245117,SVR
20,22.55709543,SVR
6.8,15.05651764,SVR
14,12.03102988,SVR
16.9,15.08433024,SVR
14.1,14.64645009,SVR
50.8,56.55211848,SVR
10.7,13.22728643,SVR
16.8,15.69789632,SVR
14.4,7.494498259,SVR
31.3,24.46258249,SVR
14.4,15.9094603,SVR
22.9,30.1645697,SVR
9,13.13718413,SVR
19.6,16.53840606,SVR
11.9,5.149590945,SVR
36.3,27.52220459,SVR
41.7,17.06102031,SVR
35.6,12.12690242,SVR
6.6,0.625976717,SVR
39.4,30.95515509,SVR
14.5,20.59746686,SVR
19.1,16.37465603,SVR
17.5,24.42436833,SVR
9.8,8.98184245,SVR
5.6,5.729106753,SVR
16,27.67068482,SVR
11.4,12.98997316,SVR
19.7,16.25328078,SVR
26.8,19.16983039,SVR
19,27.39796751,SVR
10.8,9.395442067,SVR
16,9.499097186,SVR
23.6,26.67976843,SVR
22.2,18.35820862,SVR
16.2,18.18728148,SVR
9.3,7.600248218,SVR
24,20.11505896,SVR
55.2,37.17237674,SVR
12.7,15.43348613,SVR
3.9,7.047754695,SVR
12.2,12.35012369,SVR
13.9,10.15712437,SVR
27.5,21.19702986,SVR
44.1,26.20431813,SVR
24.7,35.01745897,SVR
14.3,13.99406139,SVR
48.8,35.80972565,SVR
10.4,21.1341126,SVR
12.1,10.54827899,SVR
7.7,8.623673286,SVR
21.1,38.79928821,SVR
20.7,17.67755788,SVR
11.8,18.68157909,SVR
12.7,21.32905656,SVR
29.2,17.24959764,SVR
20.1,16.12866487,SVR
33.6,19.45259085,SVR
63.3,38.66073668,SVR
40.1,17.96100454,SVR
19.9,11.80880008,SVR
7.2,15.95438588,SVR
7.9,3.843919663,SVR
10.6,10.25763984,SVR
50.2,26.1683379,SVR
21.5,8.147359005,SVR
17.5,22.43758635,SVR
21.1,32.11659431,SVR
13,18.43636068,SVR
20.4,24.13448289,SVR
13.7,15.3274755,SVR
15.2,11.2767003,SVR
30.1,18.11852101,SVR
17.1,10.53891618,SVR
17.2,15.24292905,SVR
44.2,24.01239065,SVR
4.9,21.40490046,SVR
9.3,12.48904765,SVR
3.5,9.16732064,SVR
64.4,52.28081225,SVR
17.7,18.32921043,SVR
16.1,27.33287659,SVR
2.3,1.438230659,SVR
18.6,17.16307038,SVR
9.8,10.67822318,SVR
23.9,6.982223939,SVR
18.1,21.03952166,SVR
14.8,25.85586279,SVR
7.1,13.67901752,SVR
11.6,4.756009978,SVR
19.8,18.84360066,SVR
22.8,21.70458004,SVR
19.9,13.91527508,SVR
8.5,11.82625511,SVR
23.7,17.60629468,SVR
22.1,14.805333,SVR
33.5,38.22349998,SVR
22.1,20.92132221,SVR
16.9,16.84921905,SVR
16.2,17.98203665,SVR
16.4,20.44245946,SVR
19.4,17.03604168,SVR
21.9,29.40150878,SVR
21.8,15.52377921,SVR
11.4,16.43261216,SVR
6.9,6.904895782,SVR
8.3,10.34975063,SVR
22.8,69.31289865,SVR
42.3,19.36344273,SVR
52.9,12.60552888,SVR
30.2,24.14632204,SVR
9.6,9.869542571,SVR
24.9,11.89437022,SVR
15.2,6.108369705,SVR
7.2,12.51116662,SVR
10.7,9.755222741,SVR
18.8,21.93090783,SVR
6.7,12.38601836,SVR
18.9,20.18049113,SVR
11.5,5.762793739,SVR
19,16.40598968,SVR
9.3,15.86182083,SVR
64,64.49706542,SVR
12.7,8.136436652,SVR
10.1,14.8611512,SVR
10.1,18.62859708,SVR
6.9,10.1876863,SVR
17.4,20.87324212,SVR
54.5,22.89581912,SVR
6.2,11.07123479,SVR
53.1,39.23678906,SVR
15.6,20.07010602,SVR
11.8,9.007873228,SVR
33.4,23.18198171,SVR
19.1,17.5522246,SVR
15.6,13.65312413,SVR
61.4,63.49151317,SVR
42.7,18.11614818,SVR
30.6,21.40107048,SVR
11.1,14.22279791,SVR
10,14.2430923,SVR
6.6,9.618068295,SVR
10.2,12.36755583,SVR
10.4,12.46913518,SVR
13.4,9.272009852,SVR
14.7,15.7124555,SVR
9.5,13.35166918,SVR
11,11.99007816,SVR
16.1,17.74618768,SVR
10.6,12.55618909,SVR
16.9,6.269490448,SVR
3.4,15.6476588,SVR
13,16.54113578,SVR
8.7,14.0987019,SVR
7.2,10.69793386,SVR
7.7,9.510155922,SVR
27.5,15.93917085,SVR
12.7,9.484596101,SVR
16.1,14.08667981,SVR
5.6,34.37959294,SVR
10,11.48856968,SVR
9.8,8.837344168,SVR
11.2,17.62675187,SVR
5,18.8613465,SVR
11.9,9.324602472,SVR
58.5,33.20227669,SVR
16.1,18.27760645,SVR
9.1,8.58168285,SVR
12.4,32.69980722,SVR
12.5,12.00666763,SVR
13.9,15.31723305,SVR
37.9,13.40943637,SVR
18.8,19.45932184,SVR
17.8,18.46945162,SVR
39,27.68420614,SVR
9.8,9.499938686,SVR
10.9,18.91468748,SVR
29.2,24.14606052,SVR
10.3,13.71624041,SVR
2.6,6.048516828,SVR
12.2,17.53583505,SVR
20.9,15.18757612,SVR
11.6,4.630995489,SVR
17,15.26537607,SVR
12.1,14.68570881,SVR
2.1,4.30924149,SVR
23.7,31.76674825,SVR
11.4,18.44340549,SVR
10.7,7.959489878,SVR
34.6,42.90668357,SVR
25,34.89586537,SVR
11.7,15.03833888,SVR
10,11.59971466,SVR
14.9,10.78633293,SVR
7.8,9.370283552,SVR
5.6,10.13945886,SVR
17.8,11.94319199,SVR
11.5,17.98315843,SVR
20.8,34.40542594,SVR
8.4,18.52956737,SVR
5.7,14.27873049,SVR
17,5.284293557,SVR
32.1,36.29729785,SVR
41.8,39.83793091,SVR
7.9,9.253725816,SVR
17.9,14.56423094,SVR
11.8,12.27201791,SVR
19.6,39.3020502,SVR
13.2,16.86643243,SVR
8.1,8.824365009,SVR
34,11.42452108,SVR
4.5,11.97863673,SVR
4.6,9.792323254,SVR
10.1,15.41583222,SVR
15,15.05080901,SVR
6.8,7.688275871,SVR
52.1,33.94650204,SVR
20.3,15.2978255,SVR
17,14.79073231,SVR
9.2,4.25224959,SVR
12.4,12.73872506,SVR
19.3,14.37899849,SVR
21.4,22.72705314,SVR
42.4,8.703355327,SVR
31,17.03196727,SVR
20.7,11.56853529,SVR
12.9,4.477683756,SVR
6.5,10.2218524,SVR
11.7,15.5906015,SVR
20.6,14.96738345,SVR
7.7,11.19742689,SVR
22,15.66743609,SVR
16.4,22.87340696,SVR
15.6,17.38172353,SVR
20.9,12.60422261,SVR
22.9,21.36422964,SVR
52.8,20.36970882,SVR
17.4,20.26071379,SVR
13.8,19.53831436,SVR
3.2,26.02980421,SVR
9.1,20.85995555,SVR
27.9,22.59077803,SVR
22.2,14.07050453,SVR
26,16.49290736,SVR
8.2,14.75894239,SVR
26.4,19.59088836,SVR
33.6,42.61865147,SVR
8.2,13.24729919,SVR
11.9,12.40653256,SVR
19.1,12.24943948,SVR
18.4,17.80480005,SVR
19.3,18.89598167,SVR
16.6,21.26014525,SVR
9.4,17.23088694,SVR
11.9,12.29297545,SVR
16.8,14.68297257,SVR
2.2,6.438442678,SVR
23,23.64140531,SVR
13.5,13.50454612,SVR
14.3,15.93529376,SVR
21.4,14.94575113,SVR
14,16.67833403,SVR
8.6,11.87921184,SVR
21.2,30.87268177,SVR
12.2,10.10768423,SVR
35.1,35.08172486,SVR
53.6,46.26656516,SVR
11.3,18.87994062,SVR
7.3,8.813891942,SVR
36.9,59.08473673,SVR
17.1,18.56832738,SVR
14.8,13.56249405,SVR
18.9,15.46906608,SVR
24.1,18.96048054,SVR
12.4,11.46096881,SVR
7.2,7.85714923,SVR
23.9,23.4305911,SVR
23.5,18.38357684,SVR
60,65.06487948,SVR
16.7,20.76356966,SVR
10.8,9.940744773,SVR
50.5,60.64590391,SVR
46.5,26.90899694,SVR
34.5,42.08966163,SVR
11.4,18.59647018,SVR
64,14.5289412,SVR
11.7,19.87136799,SVR
34.9,19.30115132,SVR
27.1,34.45333283,SVR
5.2,15.2033023,SVR
12.2,22.4584752,SVR
22.2,13.07742913,SVR
26.6,13.34223697,SVR
9.4,10.8611266,SVR
11.3,17.48743875,SVR
20.5,10.00847822,SVR
12.7,12.65348454,SVR
31.5,25.0012226,SVR
8,11.72372516,SVR
26.1,18.42109045,SVR
7.5,21.15200744,SVR
20.8,16.87266861,SVR
17.5,16.58448162,SVR
13.2,13.26981832,SVR
11.6,11.34156799,SVR
5.9,6.314035266,SVR
13,8.215012406,SVR
15.8,16.63526181,SVR
18,19.21433995,SVR
19.8,26.5060597,SVR
39.5,27.39072655,SVR
33.3,24.1332614,SVR
20.4,15.81198156,SVR
10.7,12.01814775,SVR
9.2,13.36199754,SVR
48.3,32.71562275,SVR
15.1,17.27156723,SVR
4.6,3.446061957,SVR
24.6,18.35848837,SVR
17.3,10.70646966,SVR
13.7,11.17937634,SVR
10.8,15.30055719,SVR
24,15.0837876,SVR
20.3,17.35450068,SVR
6.7,14.02153797,SVR
33.4,35.06531637,SVR
6,15.95713276,SVR
42,28.34287358,SVR
33.3,14.18691673,SVR
3,26.14869067,SVR
39.8,47.11979497,SVR
10.4,16.17997108,SVR
19.3,17.31085297,SVR
17.9,22.92189042,SVR
14.7,8.484196718,SVR
27.9,33.79764449,SVR
7.7,14.31872332,SVR
40.4,47.93869053,SVR
11.2,9.497580964,SVR
43.6,45.90283921,SVR
8.2,7.196693016,SVR
49.5,46.3042934,SVR
10.2,14.89140548,SVR
39.4,47.55486606,SVR
15.8,28.6675218,SVR
13.3,16.05784503,SVR
18.4,11.71973922,SVR
12.2,14.0735653,SVR
12.2,16.5880253,SVR
15.8,21.29456819,SVR
8.9,9.443020793,SVR
20.7,17.62808986,SVR
13.8,15.03274212,SVR
7.3,5.895483263,SVR
10.7,19.2268531,SVR
19.7,8.611659112,SVR
3.9,16.83220184,SVR
7.3,7.99976722,SVR
7.3,13.44828987,SVR
13.3,16.8876521,SVR
34.6,44.75694774,SVR
16.1,18.76134463,SVR
14.8,9.352269175,SVR
3.5,28.83185635,SVR
13.9,21.14148495,SVR
15.8,16.35742975,SVR
27.9,28.74708461,SVR
12.2,15.64296383,SVR
22.1,24.82894003,SVR
11.7,12.17670397,SVR
3.9,6.10812467,SVR
18.7,19.85097855,SVR
20.8,5.599942603,SVR
21.6,20.42415696,SVR
58.9,34.37274447,SVR
19.6,14.41508175,SVR
14.5,19.98574723,SVR
6.6,11.62232769,SVR
47.2,40.90140883,SVR
13.9,25.0578931,SVR
44.6,17.68535441,SVR
13.1,17.04125323,SVR
17.6,10.41683209,SVR
21.4,18.05446571,SVR
9.6,7.103673445,SVR
23.6,14.89986442,SVR
30.8,23.37032144,SVR
19.1,15.22966557,SVR
17.1,13.25225332,SVR
23,12.36937748,SVR
50,47.74757053,SVR
21.3,15.09137944,SVR
7.2,12.55274037,SVR
8.9,5.540068633,SVR
13.5,25.29412933,SVR
17.3,23.44681574,SVR
34,23.93914786,SVR
16.6,18.28059134,SVR
7.1,7.392075981,SVR
20.9,32.59055242,SVR
15.9,15.34250652,SVR
25,7.019088777,SVR
8.6,11.67060051,SVR
4,4.365833819,SVR
17.3,12.65940757,SVR
20.9,10.71238609,SVR
25.7,6.089266008,SVR
59.2,10.757608,SVR
19.6,53.50511545,SVR
53.1,22.07703945,SVR
8.3,11.47981417,SVR
10.5,12.33037362,SVR
18.9,9.081144964,SVR
9.2,28.83755208,SVR
26.3,13.59344992,SVR
15.3,13.66266758,SVR
5.7,18.50780986,SVR
16.1,10.17735711,SVR
12.1,22.03851634,SVR
15.9,13.51379648,SVR
15.8,10.87111338,SVR
20.2,10.98363656,SVR
12.9,9.400731584,SVR
20.8,24.19121729,SVR
19.5,20.4111383,SVR
25.6,43.0126769,SVR
16.4,18.95805877,SVR
10.5,3.873973239,SVR
15.1,12.11424503,SVR
26.1,23.89278594,SVR
10,11.52112932,SVR
8.4,9.740249411,SVR
53.8,29.70311655,SVR
7.6,10.91723105,SVR
11.4,16.34091548,SVR
4.5,32.78334137,SVR
4.1,1.555743345,SVR
12.3,10.2148529,SVR
6.6,5.952989199,SVR
18,15.37378164,SVR
14.8,17.68949556,SVR
26,16.53913882,SVR
22.8,15.53613871,SVR
8.7,9.649352199,SVR
29.7,21.03476041,SVR
8.4,12.32013872,SVR
24.6,23.89606725,SVR
3.9,2.810600825,SVR
38.4,27.81971475,SVR
18.6,14.66934499,SVR
17.7,21.26575045,SVR
11.1,13.10081388,SVR
14.7,15.30196183,SVR
26.8,19.41420608,SVR
9.8,8.276210715,SVR
12.2,14.22034348,SVR
11.2,11.70536432,SVR
23.2,13.15401642,SVR
11.4,18.12520195,SVR
16.8,10.20257426,SVR
7.3,10.4189164,SVR
26.7,-7.404991203,SVR
8,12.35325711,SVR
2.1,8.231206326,SVR
10.3,18.16159046,SVR
5.3,6.807180929,SVR
33,15.87679869,SVR
30.5,57.76350828,SVR
10.9,10.84287744,SVR
12,14.87249952,SVR
17.7,18.94196572,SVR
23,16.2598466,SVR
60.8,24.14094472,SVR
11,15.64306401,SVR
9.3,11.77358999,SVR
19.8,19.20063472,SVR
39.9,41.00056245,SVR
14.9,8.532193078,SVR
10.8,19.47497199,SVR
14.3,22.48009907,SVR
17.8,19.63368777,SVR
60.9,52.0489666,SVR
10.5,14.64256,SVR
18.7,12.4880775,SVR
13.6,14.23922541,SVR
14.7,7.291550272,SVR
52.7,30.96396673,SVR
11.9,26.35923162,SVR
28.3,14.58057817,SVR
7.1,10.56580534,SVR
23.6,19.38136704,SVR
3.7,2.307141253,SVR
28.6,24.94757056,SVR
4.8,10.33349439,SVR
17.4,22.23567703,SVR
7.5,7.401730543,SVR
29.3,42.85103209,SVR
6,19.83150632,SVR
7.5,11.48058341,SVR
11.2,20.86140648,SVR
11.1,12.26891402,SVR
23,14.58704393,SVR
15.2,30.75920801,SVR
11.7,12.0167595,SVR
11.9,16.86958894,SVR
14.1,12.91106521,SVR
7.6,11.96048723,SVR
23.8,15.6689889,SVR
14.2,10.27187634,SVR
55.6,35.12953669,SVR
18.2,9.495232267,SVR
11.5,16.51892377,SVR
9.9,8.949622042,SVR
32.1,18.36395294,SVR
31.2,18.61255228,SVR
15.8,7.068543622,SVR
10.9,4.904708231,SVR
22.9,24.44221474,SVR
15.4,18.37040841,SVR
6.4,5.572427164,SVR
11.9,5.892200172,SVR
21.8,22.01178444,SVR
11.9,17.2762927,SVR
16.3,13.58305363,SVR
25.4,23.86523021,SVR
13.8,14.12805517,SVR
19.1,17.52895351,SVR
9.8,9.959320696,SVR
17.2,11.42968148,SVR
6.2,10.56550371,SVR
8.3,4.578393408,SVR
24.6,22.46524951,SVR
20.1,13.18905548,SVR
16.4,15.84795411,SVR
24.7,29.8312525,SVR
8.8,14.70061205,SVR
12,14.92356965,SVR
8.2,4.75814351,SVR
11.7,12.40358861,SVR
5.5,-6.584649418,SVR
