y_test,result,model
21.7,20.710094,BPNN
25.9,18.15988,BPNN
18.6,12.998109,BPNN
34.7,38.59421,BPNN
22.2,19.137684,BPNN
7.9,14.715002,BPNN
9.5,11.789417,BPNN
49,34.42332,BPNN
9.4,13.781637,BPNN
11.3,13.4906435,BPNN
35.8,29.64005,BPNN
12.5,14.829244,BPNN
12.1,20.509438,BPNN
2.2,5.470093,BPNN
13.9,13.918498,BPNN
27.6,14.718455,BPNN
20.3,18.872463,BPNN
13.2,15.501732,BPNN
22.3,37.663612,BPNN
18.5,17.04475,BPNN
15.3,16.304407,BPNN
10.7,12.769088,BPNN
22,20.446087,BPNN
46.4,34.529133,BPNN
4.3,12.450102,BPNN
58.5,30.485537,BPNN
13.9,22.594759,BPNN
5.2,14.067398,BPNN
13.5,15.301731,BPNN
20.9,19.739174,BPNN
13.9,12.72525,BPNN
11.6,15.163751,BPNN
16.7,16.347158,BPNN
23.5,29.706629,BPNN
17.5,30.79632,BPNN
17.8,21.141552,BPNN
7.9,14.435727,BPNN
21.1,18.33069,BPNN
10.5,11.912724,BPNN
23,33.5152,BPNN
6.2,11.4061575,BPNN
8.4,22.521627,BPNN
23.6,16.312721,BPNN
11.5,13.700282,BPNN
20,22.021097,BPNN
54.6,47.22693,BPNN
21.6,20.773096,BPNN
27.2,17.387323,BPNN
13,18.596188,BPNN
16.5,19.154915,BPNN
13.6,16.447756,BPNN
31.9,19.694132,BPNN
5.4,15.333432,BPNN
44.8,48.13311,BPNN
13.6,16.50264,BPNN
22,25.18872,BPNN
38.4,24.499552,BPNN
37.8,26.899805,BPNN
12.8,10.71039,BPNN
37.5,19.205294,BPNN
15.8,11.703694,BPNN
22.3,17.185104,BPNN
19.4,17.728846,BPNN
15.3,16.497295,BPNN
42.4,11.465727,BPNN
9.6,10.759646,BPNN
32,24.200506,BPNN
6.5,16.295935,BPNN
42,35.68025,BPNN
25.3,35.46958,BPNN
23.5,35.651806,BPNN
8.7,9.8924885,BPNN
4,9.765382,BPNN
15.3,11.416234,BPNN
5.8,13.938456,BPNN
38.9,17.33041,BPNN
11.1,12.141309,BPNN
41.7,29.032866,BPNN
20.1,13.56311,BPNN
13.5,11.859131,BPNN
31.8,35.62949,BPNN
13.2,17.151205,BPNN
11.2,16.183743,BPNN
9.6,14.468205,BPNN
24.8,15.984308,BPNN
32.2,26.496597,BPNN
16.5,19.297455,BPNN
18,14.179941,BPNN
19.8,13.393995,BPNN
23.7,13.689413,BPNN
30.3,29.539604,BPNN
22.5,18.225204,BPNN
5.4,5.8924675,BPNN
11.7,20.456057,BPNN
30.7,23.043154,BPNN
27,23.24699,BPNN
55.2,20.888014,BPNN
17.8,18.17272,BPNN
15.4,21.09886,BPNN
15.5,12.926407,BPNN
15.3,12.254819,BPNN
11.8,22.644384,BPNN
21.9,17.441399,BPNN
30.8,35.156597,BPNN
8.2,12.416291,BPNN
13.7,17.454943,BPNN
4.9,8.790174,BPNN
24.4,12.604844,BPNN
12.5,17.125786,BPNN
8.4,10.350537,BPNN
10.6,19.799515,BPNN
20.9,14.8439455,BPNN
20,20.99315,BPNN
13.8,34.149063,BPNN
11.2,19.77018,BPNN
9.6,12.792934,BPNN
26.3,20.760332,BPNN
27,23.266241,BPNN
29.8,16.865017,BPNN
16.7,18.864313,BPNN
11.7,20.956318,BPNN
13.9,20.854029,BPNN
11.4,19.05629,BPNN
41.8,41.206837,BPNN
14.2,19.619335,BPNN
12,14.045097,BPNN
27.8,15.768663,BPNN
3.8,4.0373654,BPNN
11.6,16.434202,BPNN
17.5,14.245308,BPNN
20.4,14.918289,BPNN
4.2,10.349561,BPNN
20,11.457063,BPNN
13.1,16.793667,BPNN
46.7,50.25823,BPNN
12.2,13.841934,BPNN
7.4,11.2977085,BPNN
13.4,9.877241,BPNN
10,11.462507,BPNN
7.8,16.290718,BPNN
21.8,19.167025,BPNN
11.4,12.093927,BPNN
23.3,41.147114,BPNN
13.2,13.287275,BPNN
36.3,39.756718,BPNN
13.3,21.483633,BPNN
15.1,14.090932,BPNN
3.9,14.136874,BPNN
10.8,11.327601,BPNN
14.6,12.282795,BPNN
20.5,41.480152,BPNN
10.8,16.248861,BPNN
16.3,17.927591,BPNN
17.7,22.981892,BPNN
10.6,13.965409,BPNN
23.8,30.73841,BPNN
10.1,17.90299,BPNN
60.2,29.794504,BPNN
20.4,34.396946,BPNN
13.7,14.011998,BPNN
15.4,19.829039,BPNN
16.3,16.850662,BPNN
10.5,18.001583,BPNN
57.3,28.541084,BPNN
24.7,27.94152,BPNN
15,13.892632,BPNN
17.6,25.30057,BPNN
52.3,34.945324,BPNN
11,12.471737,BPNN
15.4,16.260603,BPNN
23.3,37.438927,BPNN
12.3,11.4207945,BPNN
12.7,20.844072,BPNN
11.4,15.840798,BPNN
4.4,11.90059,BPNN
24.6,22.5042,BPNN
20.9,14.697286,BPNN
31.7,29.003878,BPNN
10.6,21.42407,BPNN
32.3,25.16964,BPNN
13.7,12.088267,BPNN
10.5,10.253406,BPNN
10,15.220449,BPNN
3.2,18.78624,BPNN
14.7,13.284057,BPNN
13,16.6028,BPNN
3.3,14.750932,BPNN
12.5,18.712664,BPNN
9.1,18.288721,BPNN
7.9,10.515846,BPNN
9.1,16.84105,BPNN
13.7,11.968344,BPNN
12.9,17.570923,BPNN
26.1,30.133196,BPNN
11.4,19.650297,BPNN
14.7,19.600561,BPNN
12.7,14.73229,BPNN
41.7,48.15326,BPNN
12.7,11.5562935,BPNN
20.6,11.162673,BPNN
9.2,11.317569,BPNN
9.8,12.406374,BPNN
20.2,25.59001,BPNN
31.4,16.920979,BPNN
17.4,12.899725,BPNN
22.1,16.097832,BPNN
11.7,17.007616,BPNN
47.8,33.490986,BPNN
35.1,32.805145,BPNN
8.6,9.6894,BPNN
41.3,28.518911,BPNN
24.6,21.41773,BPNN
7.6,12.632599,BPNN
8.7,14.812658,BPNN
17.1,12.241103,BPNN
4.9,12.132869,BPNN
15,12.26336,BPNN
13.9,18.288712,BPNN
35.6,19.5677,BPNN
15.5,22.202518,BPNN
37.6,39.12709,BPNN
14.8,17.73203,BPNN
8.8,19.576263,BPNN
7.4,22.10602,BPNN
19.2,25.31778,BPNN
11.1,12.964814,BPNN
13.2,17.684328,BPNN
39.9,39.87365,BPNN
9.8,21.42728,BPNN
14.7,15.724582,BPNN
9.1,9.694517,BPNN
12.7,16.784424,BPNN
18,11.719928,BPNN
29.5,19.367378,BPNN
43.7,42.5443,BPNN
8.6,20.923489,BPNN
33.7,43.500576,BPNN
12.6,15.173628,BPNN
7.3,8.271491,BPNN
11.6,13.0745325,BPNN
15.2,18.384686,BPNN
9.8,28.267336,BPNN
13.8,11.417452,BPNN
36.5,12.924412,BPNN
36.1,23.855684,BPNN
19.8,13.088339,BPNN
12.1,12.32979,BPNN
11.5,12.379853,BPNN
15.6,22.922716,BPNN
14.2,17.769072,BPNN
34.3,19.255297,BPNN
20.7,14.611849,BPNN
43.8,14.151231,BPNN
44,34.326717,BPNN
17,10.431349,BPNN
15.2,15.78881,BPNN
14.5,14.938795,BPNN
28.7,28.837448,BPNN
11.6,9.496816,BPNN
11.9,12.297829,BPNN
8.3,9.593982,BPNN
11.5,13.65393,BPNN
14.8,18.302706,BPNN
38.2,19.010426,BPNN
18,23.838371,BPNN
23.6,15.858457,BPNN
18.3,17.876686,BPNN
15.6,17.814596,BPNN
7.3,18.989946,BPNN
10.4,10.235721,BPNN
20.5,32.47589,BPNN
6.2,11.830138,BPNN
4.8,9.34531,BPNN
11.1,14.6662035,BPNN
5.9,11.883623,BPNN
6.8,11.546328,BPNN
3.5,11.47115,BPNN
36,44.217674,BPNN
34.4,38.54299,BPNN
10.9,13.483099,BPNN
11.6,19.482271,BPNN
32.1,19.554535,BPNN
48.9,42.284313,BPNN
15.3,21.194757,BPNN
18.4,20.307772,BPNN
49.8,31.185354,BPNN
8.5,12.329719,BPNN
11.6,17.074514,BPNN
44.2,35.219234,BPNN
43.3,30.18119,BPNN
13.9,16.843372,BPNN
52.9,31.840244,BPNN
23.8,17.78639,BPNN
18.9,22.270002,BPNN
5.9,12.052845,BPNN
18.2,17.63964,BPNN
9.3,6.7119207,BPNN
10.4,13.007934,BPNN
18.3,18.37569,BPNN
7,16.36578,BPNN
17.8,16.738724,BPNN
18.7,13.5763,BPNN
6.4,11.089894,BPNN
18.8,16.92203,BPNN
18.5,30.527977,BPNN
8.3,15.828904,BPNN
10.6,23.1874,BPNN
8.8,11.7867985,BPNN
7.8,14.989929,BPNN
29,12.601774,BPNN
26.7,27.47943,BPNN
13.8,18.645473,BPNN
13.6,17.335096,BPNN
25.8,14.976737,BPNN
14.8,12.778144,BPNN
11.2,9.72958,BPNN
16,16.879831,BPNN
19.5,20.940737,BPNN
51.1,37.52983,BPNN
16.7,15.561473,BPNN
14.4,11.611663,BPNN
26.4,24.021147,BPNN
25.6,35.96593,BPNN
42.3,13.410115,BPNN
15.9,12.519691,BPNN
11,19.755856,BPNN
8.5,20.41504,BPNN
15.4,13.422669,BPNN
21.2,13.133947,BPNN
5.2,8.953,BPNN
10.8,14.905268,BPNN
12.1,16.795689,BPNN
24.4,14.540355,BPNN
13.9,18.613031,BPNN
29.5,19.118303,BPNN
21,17.781303,BPNN
10.4,11.971692,BPNN
15.5,19.137943,BPNN
14.1,10.88256,BPNN
16.6,13.594422,BPNN
13,17.327093,BPNN
19.7,21.105835,BPNN
9.8,15.689369,BPNN
22.7,20.693998,BPNN
31,21.729343,BPNN
34.4,15.117342,BPNN
14.5,13.384432,BPNN
12.5,12.400854,BPNN
19.7,17.981056,BPNN
43.9,24.490185,BPNN
35.1,36.196613,BPNN
15.9,17.913391,BPNN
12.2,16.338257,BPNN
39.3,15.052113,BPNN
19.5,15.289669,BPNN
21.2,25.736536,BPNN
6.7,8.845826,BPNN
8.6,19.642677,BPNN
16.3,13.554893,BPNN
20.4,18.084873,BPNN
14,15.582341,BPNN
17.3,12.919466,BPNN
15.4,17.620161,BPNN
24,25.478197,BPNN
5.4,10.506095,BPNN
17.7,14.16903,BPNN
25,29.565279,BPNN
13.5,9.1128025,BPNN
16.2,12.6303425,BPNN
8.3,10.545267,BPNN
23.2,39.399925,BPNN
18.4,29.746738,BPNN
10.1,10.635513,BPNN
34.1,20.475239,BPNN
28.1,46.54084,BPNN
31.8,28.973309,BPNN
52.3,22.710688,BPNN
0.3,13.362099,BPNN
5.7,26.781069,BPNN
12,17.603798,BPNN
43.2,27.775816,BPNN
17.6,15.158536,BPNN
9.2,19.077028,BPNN
28.5,12.063693,BPNN
38.2,23.03424,BPNN
18.2,22.212725,BPNN
9.9,15.805186,BPNN
34.5,41.794106,BPNN
56.7,18.516134,BPNN
25.1,17.997164,BPNN
13.7,15.98784,BPNN
18.4,13.852757,BPNN
14.3,22.24607,BPNN
11.2,16.112541,BPNN
12.8,13.88956,BPNN
15.9,18.8454,BPNN
21.3,17.224968,BPNN
6.8,5.5566053,BPNN
8.4,13.3624325,BPNN
19.7,18.660557,BPNN
24.3,29.13638,BPNN
19.8,18.455044,BPNN
15.6,10.574665,BPNN
13.9,21.138887,BPNN
12.5,11.443372,BPNN
26,12.127505,BPNN
17.2,15.341797,BPNN
18,26.753033,BPNN
20,28.570538,BPNN
6.8,16.965185,BPNN
14,12.162488,BPNN
16.9,19.307514,BPNN
14.1,11.230049,BPNN
50.8,42.716377,BPNN
10.7,12.601213,BPNN
16.8,17.75007,BPNN
14.4,12.177373,BPNN
31.3,25.629255,BPNN
14.4,13.210951,BPNN
22.9,33.287697,BPNN
9,19.025177,BPNN
19.6,14.358932,BPNN
11.9,9.314345,BPNN
36.3,22.512047,BPNN
41.7,24.347672,BPNN
35.6,16.601086,BPNN
6.6,4.670339,BPNN
39.4,28.291986,BPNN
14.5,7.614848,BPNN
19.1,26.122835,BPNN
17.5,18.664536,BPNN
9.8,11.146071,BPNN
5.6,5.5198603,BPNN
16,25.835396,BPNN
11.4,15.211316,BPNN
19.7,15.393375,BPNN
26.8,21.218107,BPNN
19,14.201816,BPNN
10.8,15.759677,BPNN
16,12.19795,BPNN
23.6,29.32776,BPNN
22.2,16.3502,BPNN
16.2,15.691968,BPNN
9.3,8.878267,BPNN
24,19.706972,BPNN
55.2,39.018307,BPNN
12.7,19.736383,BPNN
3.9,8.223637,BPNN
12.2,16.900177,BPNN
13.9,16.747156,BPNN
27.5,18.829222,BPNN
44.1,28.182764,BPNN
24.7,41.62599,BPNN
14.3,12.498842,BPNN
48.8,40.664215,BPNN
10.4,13.030994,BPNN
12.1,9.905805,BPNN
7.7,15.248287,BPNN
21.1,31.903358,BPNN
20.7,25.257616,BPNN
11.8,31.093618,BPNN
12.7,23.821444,BPNN
29.2,19.883461,BPNN
20.1,15.558337,BPNN
33.6,20.05635,BPNN
63.3,38.556255,BPNN
40.1,45.781647,BPNN
19.9,15.988724,BPNN
7.2,18.266077,BPNN
7.9,11.414425,BPNN
10.6,17.021809,BPNN
50.2,26.16045,BPNN
21.5,13.847537,BPNN
17.5,21.944675,BPNN
21.1,18.632029,BPNN
13,24.7447,BPNN
20.4,21.144709,BPNN
13.7,20.267832,BPNN
15.2,11.3106785,BPNN
30.1,18.356077,BPNN
17.1,13.964678,BPNN
17.2,9.04264,BPNN
44.2,28.27424,BPNN
4.9,25.048124,BPNN
9.3,14.577468,BPNN
3.5,14.112858,BPNN
64.4,39.817364,BPNN
17.7,20.26744,BPNN
16.1,26.736517,BPNN
2.3,4.016202,BPNN
18.6,18.382849,BPNN
9.8,12.812372,BPNN
23.9,21.67562,BPNN
18.1,22.796127,BPNN
14.8,27.408466,BPNN
7.1,19.883554,BPNN
11.6,7.8644667,BPNN
19.8,17.149961,BPNN
22.8,15.500911,BPNN
19.9,23.161798,BPNN
8.5,11.672086,BPNN
23.7,16.210464,BPNN
22.1,16.31839,BPNN
33.5,41.33337,BPNN
22.1,21.067053,BPNN
16.9,19.32065,BPNN
16.2,24.188879,BPNN
16.4,22.934126,BPNN
19.4,19.546005,BPNN
21.9,18.799877,BPNN
21.8,17.829023,BPNN
11.4,18.014599,BPNN
6.9,18.434752,BPNN
8.3,12.100047,BPNN
22.8,41.958424,BPNN
42.3,26.739458,BPNN
52.9,18.785736,BPNN
30.2,23.809807,BPNN
9.6,12.012604,BPNN
24.9,11.405073,BPNN
15.2,14.467351,BPNN
7.2,10.511046,BPNN
10.7,14.293923,BPNN
18.8,20.66223,BPNN
6.7,15.819804,BPNN
18.9,20.519161,BPNN
11.5,11.388301,BPNN
19,14.892399,BPNN
9.3,18.938913,BPNN
64,49.199825,BPNN
12.7,11.7393875,BPNN
10.1,8.651127,BPNN
10.1,22.693787,BPNN
6.9,12.408841,BPNN
17.4,21.552397,BPNN
54.5,19.156904,BPNN
6.2,13.030722,BPNN
53.1,43.1394,BPNN
15.6,19.143314,BPNN
11.8,10.726563,BPNN
33.4,28.875658,BPNN
19.1,21.010447,BPNN
15.6,18.429834,BPNN
61.4,46.94121,BPNN
42.7,20.10523,BPNN
30.6,31.287888,BPNN
11.1,14.091804,BPNN
10,12.6709175,BPNN
6.6,10.213293,BPNN
10.2,15.835678,BPNN
10.4,13.50709,BPNN
13.4,17.066122,BPNN
14.7,18.792377,BPNN
9.5,18.53663,BPNN
11,17.878874,BPNN
16.1,22.849064,BPNN
10.6,11.878039,BPNN
16.9,10.415521,BPNN
3.4,15.080583,BPNN
13,17.245127,BPNN
8.7,13.577143,BPNN
7.2,9.352568,BPNN
7.7,9.5831785,BPNN
27.5,18.11867,BPNN
12.7,12.2277565,BPNN
16.1,15.921628,BPNN
5.6,18.475101,BPNN
10,14.977828,BPNN
9.8,11.303254,BPNN
11.2,18.948639,BPNN
5,20.023718,BPNN
11.9,13.846197,BPNN
58.5,39.32716,BPNN
16.1,17.993608,BPNN
9.1,8.825095,BPNN
12.4,16.842274,BPNN
12.5,11.641749,BPNN
13.9,15.281762,BPNN
37.9,15.180415,BPNN
18.8,17.81898,BPNN
17.8,18.977364,BPNN
39,20.222242,BPNN
9.8,12.259299,BPNN
10.9,17.60927,BPNN
29.2,20.58121,BPNN
10.3,11.094252,BPNN
2.6,9.191217,BPNN
12.2,20.715805,BPNN
20.9,17.421917,BPNN
11.6,9.230958,BPNN
17,19.218155,BPNN
12.1,16.15218,BPNN
2.1,4.065576,BPNN
23.7,23.70116,BPNN
11.4,15.275305,BPNN
10.7,11.098619,BPNN
34.6,41.58002,BPNN
25,27.649702,BPNN
11.7,19.658064,BPNN
10,14.867319,BPNN
14.9,19.846447,BPNN
7.8,13.473633,BPNN
5.6,25.60701,BPNN
17.8,12.456501,BPNN
11.5,19.730318,BPNN
20.8,39.134808,BPNN
8.4,15.98576,BPNN
5.7,16.543945,BPNN
17,12.454868,BPNN
32.1,32.690056,BPNN
41.8,41.164387,BPNN
7.9,11.08702,BPNN
17.9,17.431322,BPNN
11.8,14.316033,BPNN
19.6,22.207006,BPNN
13.2,22.657629,BPNN
8.1,14.364524,BPNN
34,14.902707,BPNN
4.5,12.5478945,BPNN
4.6,13.80062,BPNN
10.1,10.884165,BPNN
15,17.499573,BPNN
6.8,8.053397,BPNN
52.1,36.538013,BPNN
20.3,13.031823,BPNN
17,14.983682,BPNN
9.2,8.221488,BPNN
12.4,14.093068,BPNN
19.3,15.249834,BPNN
21.4,30.420233,BPNN
42.4,10.62403,BPNN
31,21.218493,BPNN
20.7,14.23247,BPNN
12.9,10.879426,BPNN
6.5,10.406479,BPNN
11.7,17.319263,BPNN
20.6,12.283859,BPNN
7.7,13.3963175,BPNN
22,23.683966,BPNN
16.4,14.051206,BPNN
15.6,17.760231,BPNN
20.9,16.566017,BPNN
22.9,23.003553,BPNN
52.8,19.762413,BPNN
17.4,23.006624,BPNN
13.8,17.776009,BPNN
3.2,25.603434,BPNN
9.1,17.022215,BPNN
27.9,19.220114,BPNN
22.2,13.699169,BPNN
26,13.63369,BPNN
8.2,8.053238,BPNN
26.4,21.001097,BPNN
33.6,31.185541,BPNN
8.2,14.016964,BPNN
11.9,13.485877,BPNN
19.1,12.349568,BPNN
18.4,20.52523,BPNN
19.3,11.28712,BPNN
16.6,19.316303,BPNN
9.4,13.978738,BPNN
11.9,14.389601,BPNN
16.8,19.129961,BPNN
2.2,7.8887815,BPNN
23,24.5484,BPNN
13.5,15.867076,BPNN
14.3,19.479641,BPNN
21.4,16.573975,BPNN
14,16.99651,BPNN
8.6,15.563798,BPNN
21.2,29.384445,BPNN
12.2,15.388388,BPNN
35.1,31.387264,BPNN
53.6,39.32222,BPNN
11.3,10.594026,BPNN
7.3,15.926359,BPNN
36.9,47.839203,BPNN
17.1,20.606909,BPNN
14.8,14.281879,BPNN
18.9,15.668411,BPNN
24.1,15.170122,BPNN
12.4,10.155449,BPNN
7.2,10.935487,BPNN
23.9,32.67106,BPNN
23.5,23.404741,BPNN
60,46.200703,BPNN
16.7,16.744457,BPNN
10.8,12.088126,BPNN
50.5,49.055084,BPNN
46.5,34.670628,BPNN
34.5,37.94574,BPNN
11.4,19.230736,BPNN
64,19.382433,BPNN
11.7,27.775381,BPNN
34.9,18.556181,BPNN
27.1,23.731127,BPNN
5.2,12.923532,BPNN
12.2,20.97332,BPNN
22.2,15.4024315,BPNN
26.6,13.208455,BPNN
9.4,13.413613,BPNN
11.3,19.236246,BPNN
20.5,11.087001,BPNN
12.7,14.01513,BPNN
31.5,26.295675,BPNN
8,12.613453,BPNN
26.1,21.626963,BPNN
7.5,24.657475,BPNN
20.8,21.992134,BPNN
17.5,19.371437,BPNN
13.2,14.322172,BPNN
11.6,12.044876,BPNN
5.9,19.51692,BPNN
13,13.6689415,BPNN
15.8,14.725134,BPNN
18,12.060681,BPNN
19.8,31.674688,BPNN
39.5,17.134594,BPNN
33.3,16.924515,BPNN
20.4,16.676846,BPNN
10.7,18.784254,BPNN
9.2,7.5808964,BPNN
48.3,42.423584,BPNN
15.1,19.012772,BPNN
4.6,6.480422,BPNN
24.6,20.299604,BPNN
17.3,16.9297,BPNN
13.7,12.727879,BPNN
10.8,19.087828,BPNN
24,17.27266,BPNN
20.3,20.369219,BPNN
6.7,10.61011,BPNN
33.4,36.466736,BPNN
6,17.127102,BPNN
42,30.416498,BPNN
33.3,12.847498,BPNN
3,19.298433,BPNN
39.8,44.484856,BPNN
10.4,11.035776,BPNN
19.3,20.75556,BPNN
17.9,21.717747,BPNN
14.7,14.037929,BPNN
27.9,33.863834,BPNN
7.7,12.880281,BPNN
40.4,45.53531,BPNN
11.2,9.937442,BPNN
43.6,37.713135,BPNN
8.2,4.5736403,BPNN
49.5,29.455652,BPNN
10.2,13.851667,BPNN
39.4,37.612488,BPNN
15.8,24.966522,BPNN
13.3,19.72641,BPNN
18.4,15.373429,BPNN
12.2,15.454268,BPNN
12.2,20.383623,BPNN
15.8,19.852392,BPNN
8.9,12.528619,BPNN
20.7,18.623552,BPNN
13.8,15.728037,BPNN
7.3,8.922597,BPNN
10.7,22.987425,BPNN
19.7,10.058907,BPNN
3.9,11.165347,BPNN
7.3,8.28692,BPNN
7.3,9.556783,BPNN
13.3,23.598793,BPNN
34.6,43.765717,BPNN
16.1,19.607973,BPNN
14.8,11.648771,BPNN
3.5,11.49487,BPNN
13.9,16.34412,BPNN
15.8,14.101572,BPNN
27.9,40.358105,BPNN
12.2,13.992511,BPNN
22.1,25.69127,BPNN
11.7,11.87825,BPNN
3.9,5.768113,BPNN
18.7,18.013193,BPNN
20.8,6.9130507,BPNN
21.6,25.282951,BPNN
58.9,43.510914,BPNN
19.6,13.962945,BPNN
14.5,17.202175,BPNN
6.6,10.47809,BPNN
47.2,27.108006,BPNN
13.9,17.737804,BPNN
44.6,20.668219,BPNN
13.1,24.297815,BPNN
17.6,11.960422,BPNN
21.4,12.991801,BPNN
9.6,12.602048,BPNN
23.6,15.772869,BPNN
30.8,24.325468,BPNN
19.1,14.670497,BPNN
17.1,17.771551,BPNN
23,13.953539,BPNN
50,43.94554,BPNN
21.3,12.354987,BPNN
7.2,17.745852,BPNN
8.9,11.458983,BPNN
13.5,26.53441,BPNN
17.3,23.54078,BPNN
34,30.303846,BPNN
16.6,19.134377,BPNN
7.1,11.605883,BPNN
20.9,36.10066,BPNN
15.9,18.812334,BPNN
25,14.688187,BPNN
8.6,16.028992,BPNN
4,11.5999565,BPNN
17.3,21.678192,BPNN
20.9,12.553556,BPNN
25.7,32.89548,BPNN
59.2,12.113462,BPNN
19.6,46.02606,BPNN
53.1,19.659094,BPNN
8.3,12.38952,BPNN
10.5,14.359249,BPNN
18.9,17.246164,BPNN
9.2,23.697231,BPNN
26.3,17.085186,BPNN
15.3,16.953474,BPNN
5.7,13.64391,BPNN
16.1,12.29063,BPNN
12.1,23.262587,BPNN
15.9,13.904277,BPNN
15.8,15.811433,BPNN
20.2,13.318436,BPNN
12.9,12.054378,BPNN
20.8,25.859343,BPNN
19.5,14.825494,BPNN
25.6,29.733885,BPNN
16.4,16.671095,BPNN
10.5,7.337739,BPNN
15.1,16.543205,BPNN
26.1,21.987423,BPNN
10,12.61842,BPNN
8.4,8.123234,BPNN
53.8,29.853811,BPNN
7.6,9.882241,BPNN
11.4,17.007648,BPNN
4.5,30.38283,BPNN
4.1,10.562374,BPNN
12.3,11.305524,BPNN
6.6,10.667127,BPNN
18,13.771621,BPNN
14.8,11.364363,BPNN
26,13.935828,BPNN
22.8,18.572544,BPNN
8.7,12.37689,BPNN
29.7,19.62769,BPNN
8.4,13.118692,BPNN
24.6,22.306,BPNN
3.9,5.6839695,BPNN
38.4,30.980421,BPNN
18.6,16.369768,BPNN
17.7,17.355085,BPNN
11.1,12.307916,BPNN
14.7,15.652025,BPNN
26.8,22.168625,BPNN
9.8,12.150048,BPNN
12.2,20.580135,BPNN
11.2,10.763133,BPNN
23.2,11.493035,BPNN
11.4,18.568172,BPNN
16.8,11.4657755,BPNN
7.3,16.292322,BPNN
26.7,36.25653,BPNN
8,12.435464,BPNN
2.1,7.660617,BPNN
10.3,15.616963,BPNN
5.3,9.994071,BPNN
33,20.797688,BPNN
30.5,49.768368,BPNN
10.9,13.84802,BPNN
12,14.035196,BPNN
17.7,18.603695,BPNN
23,16.431074,BPNN
60.8,34.20623,BPNN
11,17.157839,BPNN
9.3,4.716522,BPNN
19.8,17.18051,BPNN
39.9,34.56947,BPNN
14.9,10.910175,BPNN
10.8,18.169243,BPNN
14.3,15.107395,BPNN
17.8,23.886816,BPNN
60.9,47.30459,BPNN
10.5,15.019405,BPNN
18.7,13.48758,BPNN
13.6,17.60958,BPNN
14.7,16.13302,BPNN
52.7,36.888012,BPNN
11.9,12.773485,BPNN
28.3,25.95623,BPNN
7.1,14.545106,BPNN
23.6,23.593388,BPNN
3.7,9.192494,BPNN
28.6,36.781,BPNN
4.8,12.870702,BPNN
17.4,15.996265,BPNN
7.5,10.019965,BPNN
29.3,27.657303,BPNN
6,18.05782,BPNN
7.5,9.738407,BPNN
11.2,18.777164,BPNN
11.1,11.518861,BPNN
23,21.711576,BPNN
15.2,26.784557,BPNN
11.7,12.967369,BPNN
11.9,16.303152,BPNN
14.1,14.846968,BPNN
7.6,11.408807,BPNN
23.8,14.700562,BPNN
14.2,14.796782,BPNN
55.6,39.695274,BPNN
18.2,12.691562,BPNN
11.5,16.878902,BPNN
9.9,7.160207,BPNN
32.1,17.970627,BPNN
31.2,14.601392,BPNN
15.8,12.9948435,BPNN
10.9,10.860172,BPNN
22.9,26.596207,BPNN
15.4,18.671984,BPNN
6.4,5.005075,BPNN
11.9,7.243333,BPNN
21.8,20.572918,BPNN
11.9,17.243593,BPNN
16.3,11.558785,BPNN
25.4,23.986746,BPNN
13.8,23.764256,BPNN
19.1,20.066017,BPNN
9.8,22.593313,BPNN
17.2,10.937667,BPNN
6.2,11.5682745,BPNN
8.3,11.13205,BPNN
24.6,15.285462,BPNN
20.1,13.196417,BPNN
16.4,21.022816,BPNN
24.7,21.516043,BPNN
8.8,10.798855,BPNN
12,12.956914,BPNN
8.2,9.659939,BPNN
11.7,9.429093,BPNN
5.5,12.13316,BPNN
10.7,12.202877,BPNN
12.3,21.109545,BPNN
15.9,23.67801,BPNN
42,29.778704,BPNN
39.7,34.133827,BPNN
10.8,16.316622,BPNN
8.8,13.625144,BPNN
14.2,17.622162,BPNN
21.3,33.375244,BPNN
17.1,15.67085,BPNN
29.3,39.464806,BPNN
27.6,34.946613,BPNN
23.6,13.562478,BPNN
16.3,14.31578,BPNN
18.8,23.571968,BPNN
11,11.952577,BPNN
26.6,31.190147,BPNN
7.1,7.295436,BPNN
6.3,17.49276,BPNN
14.3,17.489134,BPNN
10.3,15.006814,BPNN
19.5,17.790112,BPNN
9,8.853325,BPNN
38,26.835308,BPNN
5.3,13.881239,BPNN
15.1,20.245693,BPNN
20.8,25.18055,BPNN
21.8,37.343597,BPNN
35.2,45.731003,BPNN
7.9,11.831005,BPNN
36.4,44.693573,BPNN
11.2,19.009151,BPNN
25.4,10.591061,BPNN
9.9,10.566457,BPNN
38,24.224756,BPNN
18.3,18.221388,BPNN
14.7,13.728794,BPNN
8.2,15.964292,BPNN
23.5,18.92935,BPNN
26.9,23.3483,BPNN
44.6,37.487007,BPNN
33.3,16.127544,BPNN
3.6,24.694004,BPNN
21.8,16.699322,BPNN
11.7,19.56274,BPNN
20.3,16.003046,BPNN
3.4,9.115157,BPNN
12.2,12.884165,BPNN
14.7,26.425285,BPNN
48.3,13.643838,BPNN
55.1,37.968937,BPNN
17.2,19.289537,BPNN
12.2,17.366781,BPNN
13.2,14.746877,BPNN
21.1,15.395071,BPNN
13,17.70916,BPNN
14.1,16.015797,BPNN
8.1,6.5243025,BPNN
27.4,18.553955,BPNN
16.8,18.294521,BPNN
8.2,12.709422,BPNN
14.7,16.940796,BPNN
19.8,16.358541,BPNN
